Temperature___C,Humidity_,Soil_moisture,Reference_evapotranspiration,Evapotranspiration,Crop_Coefficient,Crop_Coefficient_stage,Nitrogen_mgkg,Phosphorus_mgkg,Potassium,Solar_Radiation_ghi,Wind_Speed,Days_of_planted,pH,Water_Demand
26.41,73.4,395.59,57.34333296,762.492989,0.93,Mid stage,66,97,54,699.51,3.41,62,2.75,53.3292996528
26.24,73.63,593.82,188.6175961,857.2225923,0.86,Mid stage,62,72,108,90.53,4.05,62,3.19,162.21113264599998
31.48,92.21,465.06,311.3245205,811.7529159,1.46,Mid stage,115,83,59,272.45,1.99,62,5.66,454.53379993
18.24,79.85,447.1,169.2938796,41.23351538,0.81,Mid stage,76,93,115,214.9,3.65,62,2.95,137.12804247600002
27.75,84.72,330.18,910.369421,767.7334142,1.16,Mid stage,84,109,135,747.05,1.31,62,2.77,1056.02852836
29.39,91.05,282.22,572.9332617,758.0245956,1.28,Mid stage,62,61,45,537.92,1.44,62,4.99,733.354574976
25.14,75.47,397.31,244.3706078,118.4714594,1.44,Mid stage,83,46,88,245.49,1.68,65,5.26,351.893675232
22.68,60.07,268.33,932.6494572,649.1410018,1.3,Mid stage,91,62,107,24.38,1.87,65,5.84,1212.4442943600002
29.07,69.99,316.92,836.9726598,49.41063626,1.07,Mid stage,102,53,137,204.52,3.4,65,6.36,895.560745986
19.36,88.5,375.42,425.5188288,730.8628138,0.83,Mid stage,70,108,70,556.8,3.19,65,2.01,353.180627904
24.19,91.56,609.23,925.4889155,722.0224029,0.84,Mid stage,113,79,42,200.28,3.16,65,3.41,777.41068902
25.28,72.3,659.7,701.5559803,870.9160217,1.34,Mid stage,65,84,95,151.22,1.67,65,2.06,940.085013602
27.72,70.29,601.25,686.1819007,391.1181446,1.46,Mid stage,90,60,94,628.92,1.96,65,5.67,1001.825575022
19.27,92.36,424.91,115.2060199,447.7136815,1.36,Mid stage,69,109,95,614.58,3.35,65,4.18,156.68018706400002
21.19,72.29,532.7,449.6170428,388.5658271,1.11,Mid stage,110,51,64,4.77,2.28,65,6.37,499.074917508
23.74,82.83,314.42,79.48439226,459.8265065,1.04,Mid stage,114,45,54,15.36,1.56,65,6.64,82.66376795040001
26.73,69.81,386.33,441.6030928,734.0139651,0.93,Mid stage,105,73,41,333.64,3.5,65,4.46,410.690876304
30.42,63.43,665.48,66.33337496,781.6675058,1.18,Mid stage,70,81,94,698.15,2.97,65,5.23,78.27338245279999
26.66,77.54,325.87,212.9717089,14.81251958,1.1,Mid stage,104,78,92,114.44,1.08,65,4.5,234.26887979000003
19.87,92.31,220.33,502.5627328,601.7448832,1.28,Mid stage,108,62,60,634.83,3.87,65,3.09,643.280297984
31.73,81.65,393.81,680.2722482,562.1509575,1.38,Mid stage,86,44,61,510.05,3.05,65,3.57,938.775702516
30.21,67.31,498.5,199.8834215,551.0716606,0.86,Mid stage,61,77,111,448.55,3.69,65,4.5,171.89974249
25.04,83.89,193.38,91.55049038,674.8825746,0.97,Mid stage,94,103,62,397.13,1.79,65,6.83,88.8039756686
30.91,86.89,190.82,961.2190121,659.9680356,0.88,Mid stage,100,46,129,419.77,3.13,65,3.95,845.872730648
25.58,71.23,296.14,92.71631327,97.55879406,0.96,Mid stage,62,69,44,620.34,1.74,65,4.23,89.00766073919999
30.93,79.57,646.44,626.0237185,639.5552568,0.94,Mid stage,111,71,120,450.58,2.77,65,5.65,588.4622953899999
29.62,83.87,511.27,870.5863955,746.3714611,0.84,Mid stage,60,76,79,393.19,2.85,65,6.43,731.29257222
31.56,65.61,248.72,185.1271735,12.02491147,0.84,Mid stage,79,99,62,88.73,2.9,65,6.78,155.50682573999998
30.88,93.74,470.02,711.302108,288.4346008,0.89,Mid stage,103,75,84,622.98,1.98,65,4.96,633.05887612
18.5,75.79,502.94,803.9535827,180.9430711,1.14,Mid stage,100,86,80,264.12,1.35,65,4.49,916.507084278
20.45,94.29,423.37,778.2032676,17.89679486,1.0,Mid stage,61,93,105,608.93,2.15,65,3.95,778.2032676
23.45,66.64,560.44,57.82898749,781.9484265,1.41,Mid stage,106,40,112,514.01,2.96,65,3.03,81.5388723609
31.33,76.93,134.35,706.1059434,484.3192248,0.83,Mid stage,69,65,82,618.5,2.38,65,5.68,586.0679330219999
22.2,65.8,230.85,173.6706293,663.505211,1.06,Mid stage,79,75,48,387.65,2.93,65,4.44,184.090867058
20.25,60.36,680.5,332.8609157,196.6244406,1.15,Mid stage,104,106,95,585.3,4.1,65,6.99,382.790053055
30.41,68.33,408.69,1021.766269,113.067255,1.36,Mid stage,66,108,111,576.67,2.47,65,5.1,1389.60212584
24.25,74.11,164.38,58.40246717,141.1344182,1.45,Mid stage,112,82,103,218.75,2.26,65,4.97,84.6835773965
30.71,75.09,298.74,948.03979,761.4767244,1.45,Mid stage,70,61,68,413.93,2.93,65,2.68,1374.6576955
20.24,91.03,121.03,606.7990842,233.3526944,1.4,Mid stage,93,55,44,111.94,1.87,65,5.8,849.51871788
27.26,82.25,456.06,35.42418798,556.2810229,1.27,Mid stage,82,55,124,30.0,3.58,65,4.27,44.9887187346
24.16,75.21,699.7,829.6421874,319.660413,1.04,Mid stage,92,50,139,119.21,1.66,65,2.07,862.827874896
19.07,94.58,462.26,943.3947786,396.9156182,0.98,Mid stage,72,92,94,391.99,3.49,65,2.77,924.526883028
27.75,81.5,473.84,503.8491742,769.8012733,1.4,Mid stage,62,89,111,722.0,4.18,65,6.5,705.38884388
21.46,71.29,310.08,871.2312721,661.1190487,1.2,Mid stage,67,67,81,376.73,1.75,65,2.19,1045.47752652
18.55,84.2,257.48,1001.607442,302.7632391,1.01,Mid stage,67,89,117,21.84,1.61,65,3.25,1011.62351642
18.84,77.35,414.73,625.4844491,807.5832362,1.29,Mid stage,68,80,101,282.31,2.44,65,4.93,806.874939339
18.86,90.84,641.88,1008.443532,284.9001153,1.41,Mid stage,111,64,96,421.04,1.63,65,3.31,1421.90538012
30.71,91.38,125.66,459.255484,675.4737035,1.1,Mid stage,63,78,59,122.79,3.47,65,3.58,505.1810324000001
28.36,72.86,450.4,893.2397954,711.0594077,1.49,Mid stage,109,65,72,630.48,2.86,65,3.01,1330.927295146
30.57,79.68,368.54,858.9519334,325.3089677,1.19,Mid stage,60,74,113,258.84,1.02,65,3.97,1022.152800746
27.42,69.3,480.28,791.1039298,472.5191096,1.42,Mid stage,78,47,134,187.68,1.66,65,4.27,1123.367580316
25.41,81.93,607.18,453.1792024,414.0293148,1.14,Mid stage,76,58,77,582.3,3.53,65,2.53,516.6242907359999
22.26,94.73,380.45,515.5813755,562.4476635,1.04,Mid stage,78,48,117,64.61,1.55,65,6.53,536.20463052
31.97,89.14,246.26,231.1243593,657.1423507,0.91,Mid stage,60,81,134,198.74,2.76,65,3.88,210.323166963
23.07,72.82,338.43,306.6168885,821.0145045,1.06,Mid stage,87,102,105,65.75,3.23,65,3.97,325.01390181000005
24.59,63.34,207.32,750.8039098,525.8864182,1.18,Mid stage,80,103,116,270.81,2.17,65,6.8,885.948613564
23.3,93.83,169.24,358.6571611,812.2211311,1.36,Mid stage,118,51,44,7.1,3.49,65,6.57,487.773739096
31.71,73.64,338.01,797.0016396,893.6296201,0.87,Mid stage,70,71,129,401.52,2.99,65,6.6,693.391426452
20.45,70.27,482.91,687.2270851,491.615025,1.24,Mid stage,105,46,67,85.51,1.17,65,6.7,852.161585524
22.59,71.07,272.44,392.7535107,227.655902,1.35,Mid stage,112,80,49,551.33,1.59,65,3.36,530.217239445
27.52,77.15,651.1,185.2125075,578.6195453,1.24,Mid stage,63,91,112,147.88,2.89,65,5.86,229.6635093
18.88,93.49,519.59,352.4086411,656.5425938,1.29,Mid stage,97,58,101,716.09,1.06,65,6.74,454.607147019
26.5,94.53,518.06,402.3875041,583.7997372,1.36,Mid stage,79,89,139,551.77,1.07,65,3.71,547.247005576
24.69,70.36,521.19,710.7146167,51.08229209,1.42,Mid stage,79,99,64,663.07,2.85,65,4.86,1009.214755714
21.98,72.3,120.98,68.94252182,170.5913398,0.85,Mid stage,78,89,137,748.47,3.42,65,6.25,58.60114354699999
21.34,77.91,591.54,952.8603936,215.4866712,1.23,Mid stage,108,94,49,709.25,2.44,65,4.92,1172.018284128
25.2,60.29,652.21,688.2049251,221.2746776,0.9,Mid stage,65,49,108,437.83,1.46,65,5.84,619.38443259
23.15,66.12,131.25,59.44216025,845.2574473,0.95,Mid stage,110,83,57,369.5,3.22,65,6.44,56.4700522375
24.39,92.76,467.01,277.3499924,601.5453551,0.83,Mid stage,62,107,106,521.1,3.17,65,4.31,230.200493692
22.72,61.03,512.41,166.516312,209.7419584,0.83,Mid stage,81,97,61,315.37,1.64,65,4.55,138.20853896
31.59,63.53,233.82,640.4427825,149.8412174,0.83,Mid stage,99,96,51,35.59,1.83,65,2.33,531.567509475
19.87,74.72,606.16,626.3491077,44.4435943,1.07,Mid stage,94,43,138,676.13,2.03,65,4.9,670.1935452390001
19.36,85.6,482.98,401.2634614,255.4277005,0.85,Mid stage,102,106,68,679.83,1.44,65,3.68,341.07394219
22.81,69.41,250.53,835.9948776,303.6993695,1.37,Mid stage,85,41,133,568.81,3.88,65,3.81,1145.312982312
26.27,70.71,680.97,68.88760615,253.3452449,1.43,Mid stage,94,100,139,296.09,1.26,65,3.83,98.5092767945
27.23,70.69,245.2,910.2793849,648.117528,1.01,Mid stage,87,71,60,60.78,3.34,65,6.41,919.382178749
23.56,90.54,513.58,977.4924087,510.7229252,1.03,Mid stage,100,103,107,340.95,1.17,65,3.62,1006.817180961
31.99,67.91,394.86,205.2777956,93.8691123,1.07,Mid stage,98,95,103,565.52,1.5,65,5.47,219.647241292
22.93,79.68,539.51,1034.548333,584.7755888,1.11,Mid stage,85,75,70,92.84,2.42,65,2.59,1148.34864963
28.1,95.0,176.7,805.8693198,280.1773202,1.47,Mid stage,103,83,68,609.09,1.02,65,2.22,1184.627900106
26.93,85.5,672.48,982.8969212,667.4826861,0.98,Mid stage,73,45,130,82.06,1.57,65,4.44,963.238982776
29.38,71.77,238.6,870.8385585,440.5833678,0.89,Mid stage,106,78,124,680.74,2.76,65,4.04,775.046317065
31.67,86.79,247.82,75.63533092,127.6655965,0.82,Mid stage,91,41,75,364.23,3.29,65,6.72,62.0209713544
30.46,93.39,441.34,272.335928,165.4661784,0.83,Mid stage,109,80,90,276.08,3.44,65,3.13,226.03882024
28.7,73.07,322.85,936.124367,496.7760891,1.39,Mid stage,71,73,86,453.1,2.5,65,6.34,1301.2128701299998
27.78,84.78,376.44,53.84687094,256.7507065,1.02,Mid stage,111,85,123,124.41,2.88,65,5.8,54.9238083588
22.7,62.65,141.52,780.4205563,344.4814845,1.14,Mid stage,73,90,69,179.5,2.27,65,2.43,889.679434182
20.07,91.34,256.23,749.7986465,707.224906,1.15,Mid stage,99,57,138,8.42,3.3,65,5.14,862.2684434749999
18.88,63.37,568.65,488.9687148,500.8305643,1.09,Mid stage,62,66,134,526.25,2.45,65,5.05,532.975899132
21.39,73.05,643.28,632.733164,789.6569976,0.91,Mid stage,63,64,88,362.42,2.22,65,4.85,575.78717924
24.05,78.99,255.42,287.3269259,619.5465164,1.28,Mid stage,88,90,68,198.79,3.3,65,2.38,367.778465152
25.31,69.23,568.54,650.1343632,139.2791552,1.16,Mid stage,85,100,119,10.9,3.78,65,6.44,754.155861312
28.82,82.72,136.79,757.2022411,90.49676539,0.92,Mid stage,66,48,76,606.88,1.79,65,5.66,696.6260618120001
31.42,79.41,145.94,424.7965224,579.3458678,1.33,Mid stage,65,89,50,224.6,3.81,65,4.93,564.979374792
19.64,85.1,347.95,163.6842515,482.4729073,1.36,Mid stage,73,68,109,47.06,3.22,65,2.73,222.61058204
19.5,72.39,205.79,1039.504851,661.132881,0.96,Mid stage,110,85,59,646.74,3.98,65,3.31,997.92465696
26.26,79.11,216.36,1088.464681,499.5403674,0.86,Mid stage,92,78,42,584.57,3.1,65,6.27,936.07962566
28.44,88.43,483.89,77.84116452,888.8813744,1.37,Mid stage,111,56,110,356.98,2.02,65,4.23,106.64239539240002
29.87,88.37,617.74,62.16210799,883.4960465,1.16,Mid stage,103,55,104,278.73,3.84,65,2.97,72.1080452684
31.1,85.0,571.8,399.5825652,245.6711906,0.98,Mid stage,81,83,97,189.86,2.58,65,3.85,391.590913896
31.77,78.97,315.17,1033.476694,712.8907432,0.94,Mid stage,78,77,70,555.16,1.79,65,2.47,971.46809236
23.6,83.56,627.63,418.5844446,689.7378446,0.84,Mid stage,88,90,44,300.45,4.04,65,6.39,351.610933464
23.32,63.04,607.98,252.4653186,756.5748279,1.02,Mid stage,101,45,40,78.87,2.82,65,3.52,257.514624972
20.07,76.5,424.04,1073.864636,378.884597,0.98,Mid stage,82,43,126,66.83,2.97,65,4.3,1052.38734328
27.59,90.11,396.01,257.6775803,835.0934565,0.92,Mid stage,119,77,127,580.84,3.3,65,6.86,237.063373876
27.19,81.26,153.91,753.4642556,339.7218606,1.11,Mid stage,73,91,50,724.44,1.95,65,4.17,836.345323716
30.07,92.96,207.3,123.7687816,642.2786043,1.2,Mid stage,104,82,46,265.4,1.38,65,4.96,148.52253792
19.36,69.18,169.54,695.7229251,542.5378299,0.84,Mid stage,97,48,102,454.37,3.58,65,5.11,584.407257084
24.97,63.37,425.53,160.3026615,328.1886037,1.24,Mid stage,82,99,136,116.04,2.39,65,3.05,198.77530026
26.14,81.93,512.45,307.2978429,205.8670553,1.43,Mid stage,60,101,107,120.84,1.57,65,6.41,439.43591534699993
21.38,63.18,478.89,480.7127223,617.1328195,1.03,Mid stage,94,98,76,472.26,2.1,65,6.02,495.134103969
20.37,87.37,626.27,841.7535392,812.1963159,0.97,Mid stage,65,51,137,517.17,3.21,65,5.6,816.500933024
30.03,68.99,502.05,611.1191103,359.2499624,0.87,Mid stage,100,93,136,331.0,3.15,65,3.65,531.673625961
18.82,78.86,601.23,198.903158,87.72530709,1.06,Mid stage,107,66,46,676.12,1.7,65,4.84,210.83734748
24.59,88.4,201.45,830.6327272,253.2662748,1.27,Mid stage,88,69,109,427.73,2.0,65,5.3,1054.903563544
19.62,87.58,219.56,701.8588,361.1875142,0.88,Mid stage,79,72,103,605.57,3.67,65,3.82,617.6357439999999
24.4,77.36,652.68,22.12965572,366.944829,1.35,Mid stage,81,48,119,662.96,2.35,65,6.81,29.875035222
31.72,94.15,325.73,73.09321607,574.2698866,1.27,Mid stage,108,90,139,219.73,2.19,65,2.8,92.8283844089
23.93,77.42,245.86,102.2365764,104.520047,1.07,Mid stage,103,40,129,345.82,3.53,65,4.68,109.39313674800002
30.0,69.76,649.0,275.207429,102.2332256,0.92,Mid stage,65,64,59,335.22,2.5,65,5.49,253.19083468
19.64,70.59,682.66,305.1150921,157.0154113,1.08,Mid stage,76,62,41,254.72,3.56,65,4.87,329.52429946800004
21.8,86.03,489.91,745.5595327,149.9942346,1.14,Mid stage,87,57,64,231.11,4.14,65,5.28,849.9378672779999
23.65,75.3,345.24,715.7111827,159.0076871,0.9,Mid stage,100,100,125,620.71,3.85,65,6.61,644.14006443
23.6,74.66,519.26,959.3314934,5.697369159,1.0,Mid stage,79,96,138,532.39,1.01,65,3.8,959.3314934
27.4,60.72,129.02,897.0306524,247.5087413,0.8,Mid stage,86,71,54,616.02,3.43,65,5.77,717.62452192
22.83,70.68,203.93,867.6174308,509.5563458,0.81,Mid stage,71,66,42,55.56,3.74,65,2.73,702.770118948
27.99,90.11,333.85,648.2082774,892.9804554,1.29,Mid stage,84,75,111,653.49,1.92,65,3.04,836.1886778460001
26.95,88.12,602.69,118.1893024,370.5500015,1.2,Mid stage,105,58,63,178.04,2.43,65,3.66,141.82716288
23.59,86.13,296.5,756.8356458,761.6040178,1.31,Mid stage,104,79,94,292.33,2.77,65,4.77,991.454695998
24.04,60.81,153.57,333.2513235,189.3148575,1.02,Mid stage,106,90,78,230.54,3.85,65,5.21,339.91634997
26.6,60.94,339.67,861.9508307,845.8529845,1.22,Mid stage,107,42,71,619.26,3.03,65,2.49,1051.580013454
18.98,70.9,259.93,403.9887754,16.30119643,1.3,Mid stage,107,84,105,550.52,2.96,65,3.54,525.1854080200001
29.51,76.61,152.51,148.7122324,25.39275614,0.87,Mid stage,117,81,99,346.42,1.6,65,6.34,129.379642188
27.15,91.84,351.38,666.2339432,326.4998522,1.31,Mid stage,112,87,57,628.4,2.97,65,6.31,872.766465592
28.17,73.46,323.82,971.2031537,787.908508,1.19,Mid stage,98,108,92,179.12,2.28,65,5.08,1155.731752903
25.52,70.1,545.63,194.2680711,510.6651021,0.92,Mid stage,69,97,117,305.76,3.67,65,6.89,178.726625412
19.55,79.99,156.66,324.5740823,32.58598425,1.08,Mid stage,103,82,70,74.52,1.64,65,5.36,350.54000888400003
23.67,92.01,339.85,291.6129472,756.4750187,0.83,Mid stage,97,73,139,273.67,2.34,65,3.24,242.038746176
23.68,85.85,318.61,860.7226036,146.80088,0.97,Mid stage,76,98,97,472.11,1.31,65,4.54,834.9009254919999
22.49,89.98,495.16,168.2450668,339.022174,1.44,Mid stage,68,57,126,358.76,1.99,65,2.84,242.272896192
18.42,66.38,634.99,484.9882162,77.77500207,1.44,Mid stage,84,105,123,746.13,3.34,65,6.3,698.383031328
28.32,64.4,202.93,414.886512,838.1570878,1.36,Mid stage,100,108,68,732.19,2.51,65,3.08,564.24565632
19.54,79.04,593.43,846.4946537,6.607450446,0.82,Mid stage,118,107,110,64.25,2.22,65,3.06,694.1256160339999
26.49,84.41,473.64,483.9143458,790.7324577,1.35,Mid stage,119,52,105,206.35,2.39,65,6.83,653.2843668300001
27.85,93.42,136.96,274.5470451,152.3574255,0.98,Mid stage,61,103,45,440.41,1.15,65,3.45,269.056104198
26.89,73.0,564.8,89.59746562,182.829682,1.1,Mid stage,72,90,51,513.26,3.59,65,6.11,98.557212182
31.43,72.13,431.86,534.9155211,199.4230574,1.24,Mid stage,85,45,93,548.12,1.28,65,2.51,663.295246164
19.45,78.05,583.96,274.6695738,128.9696818,1.11,Mid stage,63,78,64,15.36,4.18,65,3.48,304.88322691800005
30.14,83.97,357.14,754.3719797,129.6440425,0.83,Mid stage,89,60,130,703.18,2.79,65,3.87,626.128743151
18.41,79.81,505.99,264.8513656,784.5589978,1.45,Mid stage,106,83,87,401.66,3.78,65,5.49,384.03448012
25.49,85.31,235.31,591.1533403,375.9582091,0.82,Mid stage,72,70,105,199.41,1.08,65,3.86,484.7457390459999
23.66,73.31,231.27,700.5900448,327.0462996,0.96,Mid stage,69,109,82,616.99,3.02,65,3.01,672.566443008
25.34,90.18,317.35,990.8448376,221.671783,1.07,Mid stage,111,55,103,400.33,1.36,65,3.82,1060.203976232
23.11,66.4,421.28,996.0180151,814.5144804,1.46,Mid stage,78,85,72,206.89,3.94,65,6.88,1454.1863020459998
20.67,71.06,535.59,735.6798257,526.9107352,1.14,Mid stage,87,80,51,229.14,2.19,65,6.44,838.675001298
18.27,87.08,506.75,235.555134,311.3643967,0.95,Mid stage,109,66,58,122.51,1.91,65,5.01,223.7773773
25.25,71.75,596.38,67.18723233,178.7116437,1.35,Mid stage,117,91,64,439.29,1.44,65,2.74,90.7027636455
29.8,83.39,367.31,827.6869772,821.7144387,1.23,Mid stage,116,90,44,260.43,1.36,65,6.49,1018.054981956
23.23,70.07,649.27,396.6177675,185.1245562,1.37,Mid stage,84,101,47,555.02,3.69,65,5.14,543.366341475
21.12,66.55,183.32,133.6245015,59.73076413,0.93,Mid stage,89,89,72,159.55,1.53,65,4.97,124.27078639500002
19.13,70.53,228.58,918.9198641,567.851607,1.04,Mid stage,114,103,55,6.03,2.25,65,4.43,955.676658664
19.19,91.04,516.56,591.2344713,250.1078179,1.15,Mid stage,113,108,41,204.53,4.08,65,5.82,679.9196419949999
21.1,76.13,267.19,1043.964522,160.9250513,1.17,Mid stage,75,58,128,584.48,2.12,65,4.31,1221.43849074
19.4,67.89,215.46,637.1829355,544.9769164,0.98,Mid stage,90,69,77,729.57,1.72,65,2.23,624.43927679
21.71,71.25,634.17,1046.457025,411.2784776,1.31,Mid stage,90,100,121,87.98,2.86,65,2.19,1370.85870275
18.93,60.1,159.67,603.8353206,142.2061969,0.83,Mid stage,78,90,71,500.9,2.57,65,6.67,501.183316098
18.92,86.45,695.05,190.0148202,517.4363338,1.33,Mid stage,112,90,71,567.72,2.01,65,6.38,252.719710866
29.99,67.9,620.3,1060.402967,600.84125,1.16,Mid stage,73,103,112,646.83,3.8,65,3.85,1230.0674417199998
20.27,80.93,623.59,99.69068002,624.705212,1.43,Mid stage,103,76,105,250.41,2.48,65,3.01,142.5576724286
25.84,60.88,484.65,201.7369365,227.6773184,1.1,Mid stage,74,83,92,708.01,3.35,65,6.07,221.91063015000003
28.83,89.21,250.42,1095.49727,467.4504784,0.82,Mid stage,68,42,40,675.17,2.28,65,5.65,898.3077614
24.39,66.56,582.89,856.6779087,304.4249522,1.25,Mid stage,78,85,69,150.89,2.2,65,3.97,1070.847385875
20.15,60.17,151.2,925.0686718,834.0797989,0.85,Mid stage,64,82,96,517.7,2.46,65,6.42,786.30837103
20.79,70.54,457.63,519.1629831,433.6181328,0.89,Mid stage,73,47,41,652.23,2.16,65,4.01,462.055054959
24.06,92.22,374.71,417.168936,513.9272695,1.5,Mid stage,114,97,65,498.32,1.74,65,6.37,625.7534039999999
25.4,69.19,555.24,299.3974082,478.7165847,1.28,Mid stage,86,97,106,609.08,1.62,65,4.13,383.228682496
22.89,77.62,133.79,60.16358129,898.2138948,1.26,Mid stage,117,78,84,338.47,3.33,65,2.7,75.8061124254
28.94,74.25,344.34,53.00179579,806.4488205,1.03,Mid stage,90,99,58,456.97,1.28,65,3.99,54.5918496637
28.51,70.3,396.71,361.4589068,888.6793221,1.18,Mid stage,76,57,124,664.87,3.1,65,4.2,426.521510024
30.98,92.46,208.37,247.0409224,217.1084475,1.07,Mid stage,74,85,137,393.84,1.24,65,3.54,264.333786968
18.41,87.61,360.54,733.8011152,434.6470124,1.11,Mid stage,117,51,91,689.37,3.91,65,6.79,814.5192378720001
30.54,86.67,648.08,187.4133716,408.073419,0.96,Mid stage,102,55,117,568.54,1.7,65,3.85,179.916836736
23.5,78.41,391.81,1000.046618,631.6413648,1.15,Mid stage,93,84,71,185.89,2.77,65,4.32,1150.0536106999998
30.3,88.87,266.03,1064.531471,650.6040593,0.82,Mid stage,100,102,44,387.87,2.6,65,6.49,872.9158062199999
27.67,76.05,428.75,522.906555,377.102072,1.31,Mid stage,82,73,80,741.62,2.63,65,4.01,685.0075870500001
31.82,76.28,155.29,57.17675645,474.4933064,1.3,Mid stage,93,49,139,706.69,1.41,65,3.5,74.329783385
28.63,77.28,290.68,188.5272401,419.6208946,1.36,Mid stage,118,60,138,338.67,1.52,65,6.69,256.397046536
23.1,68.29,574.51,294.6253959,689.2707996,0.84,Mid stage,105,84,63,450.99,1.81,65,2.85,247.485332556
25.01,92.33,492.31,963.699809,445.4749858,1.18,Mid stage,99,100,134,662.32,2.58,65,6.65,1137.16577462
23.27,69.06,133.91,977.2075886,610.553448,1.0,Mid stage,88,83,96,220.67,2.29,65,5.12,977.2075886
23.11,66.94,450.53,1062.960505,740.9923558,0.92,Mid stage,91,93,97,602.04,2.65,65,2.77,977.9236646
21.65,68.53,246.06,289.6475711,610.7736395,0.98,Mid stage,105,71,101,461.13,4.11,65,4.86,283.854619678
24.94,88.61,685.93,194.2279381,328.3902632,1.07,Mid stage,113,48,43,506.79,1.02,65,6.9,207.823893767
27.54,86.9,574.54,577.7857731,431.1202924,1.02,Mid stage,69,79,117,377.8,3.19,65,2.02,589.341488562
21.88,74.95,194.19,379.4500429,420.144859,1.05,Mid stage,95,54,86,464.3,3.4,70,5.31,398.4225450450001
25.34,60.48,343.62,438.5463735,863.3829558,0.88,Mid stage,96,101,67,252.3,2.71,70,3.26,385.92080868
19.64,94.15,404.18,498.1776588,392.7326677,1.47,Mid stage,114,58,136,380.88,1.52,70,5.36,732.321158436
20.24,64.64,225.78,67.93003566,822.3118008,1.22,Mid stage,60,49,41,182.52,2.02,70,2.55,82.8746435052
18.66,89.8,528.48,357.7350295,818.7672136,0.8,Mid stage,101,42,43,137.42,3.94,70,2.96,286.1880236
31.59,87.36,608.0,817.7910217,672.1457905,1.41,Mid stage,84,66,138,522.73,2.12,70,3.7,1153.085340597
18.05,92.83,122.59,527.0452782,182.6422584,0.94,Mid stage,95,58,51,508.75,3.3,70,3.36,495.422561508
20.5,87.07,197.27,842.2744008,383.2088931,0.91,Mid stage,100,60,99,172.73,2.12,70,5.12,766.469704728
26.58,71.6,284.41,739.9010328,580.8888459,1.15,Mid stage,66,104,126,557.33,2.34,70,4.25,850.88618772
19.14,68.12,690.78,1035.333552,231.849564,0.8,Mid stage,77,94,57,715.08,4.16,70,5.03,828.2668416000001
30.35,73.22,354.63,759.6950046,145.2070073,1.38,Mid stage,93,50,68,747.31,3.06,70,5.79,1048.3791063479998
28.07,67.11,218.75,615.9446847,434.5369662,0.86,Mid stage,104,78,79,83.12,3.39,70,2.48,529.712428842
31.53,85.19,190.14,173.7314526,540.2485281,0.96,Mid stage,116,92,106,158.52,3.99,70,2.11,166.78219449600002
25.11,88.93,642.79,1013.295166,582.9626915,1.03,Mid stage,71,76,92,414.57,3.69,70,5.33,1043.69402098
22.21,82.63,589.94,1096.395441,550.7692319,1.04,Mid stage,119,98,129,659.41,1.92,70,6.83,1140.2512586399998
25.69,66.51,479.19,926.8830043,262.9824228,1.31,Mid stage,99,63,56,267.8,2.53,70,5.62,1214.216735633
31.03,61.31,433.02,103.7334979,314.0305646,0.9,Mid stage,116,101,84,637.42,3.67,70,3.06,93.36014811
25.29,80.31,570.75,123.453225,345.2452164,1.43,Mid stage,64,101,127,88.53,1.48,70,6.57,176.53811174999998
21.74,76.19,304.53,402.0420821,184.8771815,0.91,Mid stage,117,70,44,632.83,1.25,70,2.63,365.858294711
30.28,66.99,491.12,765.9296224,187.0319776,1.27,Mid stage,113,90,116,101.64,1.28,70,6.34,972.730620448
23.21,72.88,547.37,909.7680147,413.2537039,1.49,Mid stage,113,105,111,599.94,1.56,70,4.24,1355.554341903
18.02,78.95,453.88,199.7159446,116.426844,1.32,Mid stage,101,67,63,554.91,2.93,70,3.61,263.625046872
21.47,82.15,217.86,688.1391752,99.86216539,1.33,Mid stage,88,64,128,428.28,3.95,70,4.7,915.225103016
22.46,76.68,691.82,176.3635644,455.4355339,1.03,Mid stage,117,86,103,315.97,1.36,70,4.58,181.654471332
30.02,94.0,590.49,124.2023472,43.82587443,1.22,Mid stage,92,76,121,319.68,1.19,70,3.01,151.526863584
24.42,61.62,404.56,518.5985373,362.823559,0.81,Mid stage,77,91,83,553.88,2.41,70,6.35,420.064815213
24.22,83.04,479.58,947.2872344,674.0659637,1.26,Mid stage,69,77,132,679.76,3.74,70,6.14,1193.581915344
22.71,91.83,560.84,690.8485243,876.8570414,1.22,Mid stage,109,64,109,70.42,1.12,70,6.78,842.835199646
30.33,68.28,385.98,750.0164718,450.3891988,1.23,Mid stage,88,107,126,731.63,1.86,70,5.18,922.520260314
31.23,67.48,548.69,433.0895993,232.1686683,1.38,Mid stage,100,54,56,554.56,2.65,70,6.06,597.663647034
31.89,86.68,568.3,294.3015223,565.530953,1.15,Mid stage,79,71,87,348.68,3.33,70,5.19,338.44675064499995
23.27,77.02,386.22,1025.374031,131.3022234,1.46,Mid stage,105,92,42,484.18,3.77,70,6.59,1497.0460852600002
31.53,94.73,228.91,453.1379106,837.5176779,1.17,Mid stage,69,109,109,72.87,3.83,70,3.33,530.171355402
29.09,80.62,466.7,565.2315486,679.7843122,1.0,Mid stage,71,75,83,329.24,3.34,70,6.04,565.2315486
27.46,92.32,441.49,80.37199254,136.4420357,0.82,Mid stage,86,84,62,303.66,2.2,70,5.77,65.9050338828
